DATE,PRCP,SNOW,SNWD,TMAX,TMIN,AWND,PGTM,TAVG,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,warning,closed,work call early release ,delayed report
9/24/2017,13,0,0,139,72,31,,96,330,330,72,89,1,,,,,,,,,,,,,
9/25/2017,74,0,0,144,72,43,,103,350,350,81,94,1,,,,,,,,,,,,,
9/26/2017,13,0,0,150,67,30,,93,130,130,63,76,1,1,,,,,,,,,,,,
9/27/2017,137,0,0,106,83,15,,101,120,100,54,81,1,,,,,,,1,,,,,,
9/28/2017,135,0,0,94,67,36,,84,140,130,72,85,1,,,,,,,,,,,,,
9/29/2017,13,0,0,128,83,47,,90,140,130,81,89,1,1,,,,,,,,,,,,
9/30/2017,0,0,0,178,78,38,,126,220,170,116,206,1,,,,,,,,,,,,,
10/1/2017,0,0,0,222,61,57,,137,230,230,165,206,,,,,,,,,,,,,,
10/2/2017,0,0,0,161,44,38,,98,340,340,116,134,,,,,,,,,,,,,,
10/3/2017,5,0,0,139,44,35,,77,180,200,81,103,1,,,,,,,1,,,,,,
10/4/2017,10,0,0,150,94,34,,113,150,120,89,107,1,1,,,,,,,,,,,,
10/5/2017,5,0,0,211,83,34,,147,170,160,94,116,1,,,,,,,,,,,,,
10/6/2017,0,0,0,194,33,41,,143,290,290,165,201,1,1,1,,,,,1,,,,,,
10/7/2017,0,0,0,250,17,35,,124,170,160,94,103,,,,,,,,,,,,,,
10/8/2017,0,0,0,239,33,72,,177,350,360,157,197,,,,,,,,,,,,,,
10/9/2017,23,8,0,44,-10,68,,46,330,340,148,179,1,,,,,,,,,,,,,
10/10/2017,0,0,0,144,-38,31,,37,160,150,81,103,,,,,,,,,,,,,,
10/11/2017,0,0,0,239,-10,30,,102,130,150,76,103,,,,,,,,,,,,,,
10/12/2017,0,0,0,261,61,70,,159,340,350,148,188,,,,,,,,,,,,,,
10/13/2017,0,0,0,178,50,43,,123,170,150,94,112,,,,,,,,,,,,,,
10/14/2017,0,0,0,217,28,66,,116,20,30,165,201,,,,,,,,,,,,,,
10/15/2017,0,0,0,161,-43,26,,65,160,130,54,72,,,,,,,,,,,,,,
10/16/2017,0,0,0,250,6,31,,112,10,160,63,72,,,,,,,,,,,,,,
10/17/2017,0,0,0,233,44,30,,134,360,220,58,76,,,,,,,,,,,,,,
10/18/2017,0,0,0,250,50,33,,151,350,360,76,103,,,,,,,,1,,,,,,
10/19/2017,0,0,0,228,39,38,,138,150,170,81,107,,,,,,,,,,,,,,
10/20/2017,0,0,0,244,61,53,,145,220,210,143,174,,,,,,,,,,,,,,
10/21/2017,0,0,0,172,0,67,,127,10,10,139,165,,,,,,,,1,,,,,,
10/22/2017,0,0,0,200,-16,27,,73,200,200,63,72,,,,,,,,,,,,,,
10/23/2017,0,0,0,144,17,40,,102,10,10,130,152,,,,,,,,,,,,,,
10/24/2017,0,0,0,139,0,28,,60,360,360,67,85,,,,,,,,,,,,,,
10/25/2017,0,0,0,261,33,44,,124,320,320,98,125,,,,,,,,,,,,,,
10/26/2017,0,0,0,172,-10,88,,120,20,20,157,183,,,,,,,,1,,,,,,
10/27/2017,0,0,0,78,-66,24,,11,360,10,67,76,,,,,,,,,,,,,,
10/28/2017,0,0,0,139,0,20,,50,20,220,45,58,,,,,,,,,,,,,,
10/29/2017,0,0,0,222,11,41,,103,20,40,116,134,,,,,,,,,,,,,,
10/30/2017,5,5,0,44,-21,43,,26,160,170,98,112,1,,,,,1,,,,,,,,
10/31/2017,10,10,30,111,-27,44,,15,170,170,103,116,1,,,,,,,1,,,,,,
11/1/2017,0,0,0,217,11,38,,103,180,290,98,148,,,,,,,,,,,,,,
11/2/2017,0,0,0,150,11,49,,113,140,160,107,134,,,,,,,,,,,,,,
11/3/2017,0,0,0,150,17,28,,49,160,170,103,112,1,1,,,,,,1,,,,,,
11/4/2017,0,0,0,211,67,65,,143,260,290,183,264,,,,,,,,,,,,,,
11/5/2017,0,0,0,117,0,47,,91,230,220,107,134,1,,,,,,,,,,,,,
11/6/2017,0,0,0,117,-5,25,,32,360,360,81,103,1,1,,,,,,,,,,,,
11/7/2017,28,15,0,28,-21,50,,14,360,360,107,121,1,1,,,,1,,1,,,,,,
11/8/2017,3,3,30,28,-32,22,,-17,20,180,58,63,1,1,,,,,,,,,,,,
11/9/2017,0,0,0,50,-10,31,,18,160,160,76,94,1,,,,,,,,,,,,,
11/10/2017,0,0,0,122,-10,16,,23,150,150,54,63,1,1,,,,,,1,,,,,,
11/11/2017,0,0,0,189,0,36,,76,50,50,107,125,,,,,,,,1,,,,,,
11/12/2017,0,0,0,106,-32,43,,46,170,160,103,125,,,,,,,,,,,,,,
11/13/2017,0,0,0,211,6,37,,99,180,180,76,94,,,,,,,,,,,,,,
11/14/2017,0,0,0,200,22,34,,112,20,30,94,112,,,,,,,,,,,,,,
11/15/2017,0,0,0,100,-27,49,,52,180,180,112,139,,,,,,,,,,,,,,
11/16/2017,0,0,0,228,-16,50,,80,250,250,165,197,,,,,,,,,,,,,,
11/17/2017,8,0,0,194,17,89,,157,240,30,157,188,1,,,,,,,,,,,,,
11/18/2017,0,0,0,67,-55,40,,27,330,320,130,161,,,,,,,,,,,,,,
11/19/2017,0,0,0,144,-60,31,,26,330,330,94,130,,,,,,,,,,,,,,
11/20/2017,0,0,0,194,-5,57,,108,290,300,148,197,,,,,,,,,,,,,,
11/21/2017,0,0,0,111,-16,43,,97,20,40,130,157,,,,,,,,,,,,,,
11/22/2017,0,0,0,194,-16,32,,72,20,220,58,63,,,,,,,,,,,,,,
11/23/2017,0,0,0,194,50,23,,110,250,250,58,63,,,,,,,,,,,,,,
11/24/2017,0,0,0,233,39,45,,151,40,50,134,161,,,,,,,,,,,,,,
11/25/2017,0,0,0,172,17,30,,81,170,140,72,85,,,,,,,,,,,,,,
11/26/2017,0,0,0,217,22,30,,106,30,30,63,67,,,,,,,,,,,,,,
11/27/2017,0,0,0,244,50,42,,130,200,200,134,165,,,,,,,,1,,,,,,
11/28/2017,0,0,0,128,-10,67,,71,350,340,179,237,,,,,,,,,,,,,,
11/29/2017,0,0,0,183,-43,29,,37,40,50,103,125,,,,,,,,,,,,,,
11/30/2017,0,0,0,78,-32,39,,30,170,180,107,139,,,,,,,,,,,,,,
12/1/2017,0,0,0,194,0,46,,81,40,310,107,139,,,,,,,,,,,,,,
12/2/2017,0,0,0,167,-27,39,,67,190,190,81,103,,,,,,,,,,,,,,
12/3/2017,0,0,0,194,0,49,,81,220,220,143,183,,,,,,,,,,,,,,
12/4/2017,0,0,0,106,-77,87,,67,270,260,183,228,,,,,,,,,,,,,,
12/5/2017,0,0,0,67,-121,34,,-35,170,160,72,98,,,,,,,,,,,,,,
12/6/2017,0,0,0,17,-77,31,,-33,350,360,103,125,,,,,,,,,,,,,,
12/7/2017,0,0,0,28,-149,51,,-59,360,360,130,165,,,,,,,,,,,,,,
12/8/2017,0,0,0,117,0,92,,53,340,330,183,237,,,,,,,,,,,,,,
12/9/2017,0,0,0,156,-21,34,,67,150,170,72,89,,,,,,,,,,,,,,
12/10/2017,0,0,0,128,-32,31,,36,10,160,63,76,,,,,,,,,,,,,,
12/11/2017,0,0,0,144,-16,35,,58,40,330,63,81,,,,,,,,,,,,,,
12/12/2017,0,0,0,161,-60,29,,48,20,20,58,58,,,,,,,,,,,,,,
12/13/2017,0,0,0,100,0,51,,61,40,30,139,161,,,,,,,,,,,,,,
12/14/2017,0,5,0,33,-60,30,,6,360,360,107,121,1,1,,,,,,1,,,,,,
12/15/2017,0,0,0,144,-77,29,,12,10,10,63,67,1,,,,,,,,,,,,,
12/16/2017,0,0,0,122,-10,56,,56,40,40,112,134,,,,,,,,,,,,,,
12/17/2017,0,0,0,0,-88,22,,-21,20,20,45,49,1,1,,,,,,,,,,,,
12/18/2017,0,0,0,133,-88,24,,2,10,360,58,63,,,,,,,,,,,,,,
12/19/2017,0,0,0,100,-49,40,,32,170,160,103,130,,,,,,,,,,,,,,
12/20/2017,0,0,0,183,-55,52,,42,210,230,148,188,,,,,,,,,,,,,,
12/21/2017,0,0,0,50,-105,70,,2,360,360,157,183,,,,,,,,,,,,,,
12/22/2017,0,0,0,50,-132,27,,-46,160,170,63,72,,,,,,,,,,,,,,
12/23/2017,0,0,0,50,-116,47,,-21,350,340,165,206,,,,,,,,,,,,,,
12/24/2017,0,0,0,-49,-155,22,,-94,340,340,139,174,1,,,,,,,1,,,,,,
12/25/2017,0,0,0,72,-121,33,,-31,170,160,89,89,1,,,,,,,,,,,,,
12/26/2017,3,18,0,-93,-143,21,,-107,170,180,54,58,1,1,,,,,,,,,,,,
12/27/2017,0,0,0,83,-177,29,,-83,110,270,89,130,1,,,,,,,1,,,,,,
12/28/2017,0,0,0,139,-71,33,,53,140,150,116,143,,,,,,,,,,,,,,
12/29/2017,0,0,0,200,-55,39,,56,100,100,103,116,,,,,,,,,,,,,,
12/30/2017,0,0,0,39,-88,38,,-33,360,360,192,237,1,1,,,,,,,,,,,,
12/31/2017,0,0,0,-16,-127,41,,-50,360,350,112,143,,,,,,,,,,,,,,
1/1/2018,0,0,0,-10,-171,21,,-104,330,160,45,58,,,,,,,,,,,,,,
1/2/2018,0,0,0,61,-105,36,,-41,350,350,116,157,,,,,,,,,,,,,,
1/3/2018,0,0,0,83,-93,31,,-17,160,160,67,76,,,,,,,,,,,,,,
1/4/2018,0,0,0,111,-55,35,,22,340,140,67,89,,,,,,,,,,,,,,
1/5/2018,0,0,0,122,-66,29,,26,10,360,54,58,,,,,,,,,,,,,,
1/6/2018,0,0,0,122,-16,24,,36,320,320,81,112,,,,,,,,,,,,,,
1/7/2018,0,0,0,106,-32,51,,56,10,20,116,143,,,,,,,,,,,,,,
1/8/2018,0,0,0,133,-49,25,,31,20,30,58,58,,,,,,,,,,,,,,
1/9/2018,0,0,0,200,39,46,,106,220,210,143,183,,,,,,,,,,,,,,
1/10/2018,20,0,0,144,-32,42,,89,360,360,157,179,1,,,,,,,,,,,,,
1/11/2018,0,0,0,28,-66,42,,-9,350,350,112,148,,,,,,,,,,,,,,
1/12/2018,0,0,0,111,-77,51,,4,10,360,143,174,,,,,,,,,,,,,,
1/13/2018,0,0,0,83,-60,26,,6,160,140,76,98,1,,,,,,,,,,,,,
1/14/2018,0,0,0,83,-66,32,,0,30,30,103,107,,,,,,,,,,,,,,
1/15/2018,0,0,0,28,-105,55,,-29,40,30,139,161,1,,,,,,,1,,,,,,
1/16/2018,0,3,0,6,-182,22,,-90,170,160,63,76,1,,,,,,,1,,,,,,
1/17/2018,0,0,0,128,-110,35,,-9,40,80,81,107,,,,,,,,,,,,,,
1/18/2018,0,0,0,144,-66,30,,22,170,180,54,63,,,,,,,,,,,,,,
1/19/2018,0,0,0,211,-10,32,,75,270,260,112,134,,,,,,,,,,,,,,
1/20/2018,0,0,0,172,-27,57,,114,240,220,139,170,,,,,,,,,,,,,,
1/21/2018,20,41,0,-10,-60,66,,-14,340,330,139,179,1,,,,,,,1,,,,,,
1/22/2018,0,0,30,67,-82,47,,-27,330,320,130,170,,,,,,,,,,,,,,
1/23/2018,0,0,0,50,-105,31,,-17,140,150,67,89,,,,,,,,,,,,,,
1/24/2018,0,0,0,111,-99,28,,-3,30,150,58,63,,,,,,,,,,,,,,
1/25/2018,0,0,0,167,-32,52,,53,200,200,139,174,,,,,,,,,,,,,,
1/26/2018,0,0,0,78,-66,63,,49,10,360,143,179,,,,,,,,,,,,,,
