DATE,PRCP,SNOW,SNWD,TMAX,TMIN,AWND,PGTM,TAVG,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,warning,closed,work call early release ,delayed report
4/23/2018,0,0,0,194,22,41,,98,340,360,161,210,,,1,,,,,,,,,,,
4/24/2018,15,10,0,67,0,83,,57,330,340,157,210,1,,,,,,,1,,,,,,
4/25/2018,0,0,0,172,-21,25,,38,170,170,81,98,1,,,,,,,1,,,,,,
4/26/2018,0,0,0,139,17,81,,88,360,360,174,246,,,,,,,,,,,,,,
4/27/2018,0,0,0,206,-10,26,,96,130,130,63,94,,,,,,,,,,,,,,
4/28/2018,0,0,0,222,39,46,,139,140,140,107,134,,,,,,,,,,,,,,
4/29/2018,0,0,0,261,89,62,,181,230,250,134,183,,,,,,,,,,,,,,
4/30/2018,0,0,0,244,106,71,,178,220,230,148,183,,,,,,,,,,,,,,
5/1/2018,0,0,0,211,56,64,,135,360,180,139,188,,,,,,,,,,,,,,
5/2/2018,25,0,0,183,72,40,,113,170,190,103,165,1,,1,,,,,,,,,,,
5/3/2018,13,0,0,122,50,65,,79,340,330,157,206,1,,1,,,,,,,,,,,
5/4/2018,0,0,0,200,39,29,,112,160,10,72,98,,,,,,,,,,,,,,
5/5/2018,0,0,0,239,50,23,,147,230,220,72,107,,,,,,,,,,,,,,
5/6/2018,0,0,0,256,61,32,,176,140,130,72,103,,,,,,,,,,,,,,
5/7/2018,0,0,0,272,72,36,,179,260,260,139,206,,,,,,,,,,,,,,
5/8/2018,0,0,0,267,106,53,,213,350,340,130,165,,,,,,,,,,,,,,
5/9/2018,0,0,0,272,83,30,,183,250,240,139,201,,,,,,,,,,,,,,
5/10/2018,0,0,0,311,72,63,,191,340,340,161,215,,,,,,,,,,,,,,
5/11/2018,0,0,0,261,106,69,,187,340,330,157,206,,,,,,,,,,,,,,
5/12/2018,0,0,0,233,111,51,,166,140,150,112,148,1,,,,,,,1,,,,,,
5/13/2018,5,0,0,250,111,58,,164,260,250,103,134,1,,1,,1,,,1,,,,,,
5/14/2018,8,0,0,228,106,55,,154,160,160,107,148,1,,1,,1,,,,,,,,,
5/15/2018,3,0,0,217,83,44,,151,310,300,139,183,,,1,,1,,,,,,,,,
5/16/2018,0,0,0,278,72,30,,164,150,150,94,130,,,,,,,,,,,,,,
5/17/2018,0,0,0,306,89,56,,199,180,220,130,201,1,,,,,,,,,,,,,
5/18/2018,5,0,0,222,94,76,,176,340,330,165,224,,,1,,1,,,,,,,,,
5/19/2018,15,0,0,139,67,76,,112,340,350,161,206,1,,,,,,,,,,,,,
5/20/2018,15,0,0,139,56,34,,82,160,160,72,94,1,,,,,,,1,,,,,,
5/21/2018,0,0,0,272,72,39,,148,170,170,183,228,,,,,,,,,,,,,,
5/22/2018,0,0,0,278,83,47,,172,150,140,134,174,,,,,,,,,,,,,,
5/23/2018,0,0,0,289,111,51,,192,190,140,125,179,,,,,,,,,,,,,,
5/24/2018,0,0,0,289,111,44,,212,40,40,134,161,,,,,,,,,,,,,,
5/25/2018,0,0,0,311,100,41,,205,120,170,98,157,,,,,,,,,,,,,,
5/26/2018,0,0,0,328,100,47,,224,160,160,148,241,,,,,,,,,,,,,,
5/27/2018,0,0,0,306,117,64,,229,340,330,148,219,,,,,,,,,,,,,,
5/28/2018,13,0,0,239,128,71,,184,340,340,148,197,,,1,,,,,,,,,,,
5/29/2018,3,0,0,261,83,37,,162,40,60,103,125,1,,,,,,,,,,,,,
5/30/2018,267,0,0,256,111,54,,181,80,20,130,165,,,1,,1,,,,,,,,,
5/31/2018,0,0,0,311,89,45,,199,190,190,134,174,,,,,,,,,,,,,,
6/1/2018,0,0,0,322,111,56,,230,40,170,130,174,,,,,,,,,,,,,,
6/2/2018,0,0,0,244,106,57,,188,20,20,125,161,,,,,,,,,,,,,,
6/3/2018,0,0,0,217,89,50,,159,190,180,170,206,,,,,,,,,,,,,,
6/4/2018,0,0,0,311,89,35,,197,130,170,103,152,,,,,,,,,,,,,,
6/5/2018,0,0,0,333,122,30,,238,200,200,201,309,,,,,,,,,,,,,,
6/6/2018,0,0,0,322,122,45,,236,10,360,107,139,,,,,,,,,,,,,,
6/7/2018,0,0,0,283,144,46,,218,350,360,125,157,,,1,,,,,,,,,,,
6/8/2018,0,0,0,339,117,49,,230,250,240,148,201,,,,,,,,,,,,,,
6/9/2018,0,0,0,350,139,45,,252,210,180,143,219,,,,,,,,,,,,,,
6/10/2018,0,0,0,339,139,53,,252,220,210,130,170,,,,,,,,1,,,,,,
6/11/2018,0,0,0,294,150,60,,241,160,150,130,183,,,,,,,,,,,,,,
6/12/2018,8,0,0,306,106,37,,221,120,140,98,130,,,1,,1,,,,,,,,,
6/13/2018,152,0,0,306,161,40,,227,130,130,143,174,1,,1,,1,,,,,,,,,
6/14/2018,0,0,0,344,133,34,,234,280,260,116,165,,,1,,,,,,,,,,,
6/15/2018,3,0,0,333,167,40,,253,10,360,112,148,,,1,,,,,,,,,,,
6/16/2018,0,0,0,283,150,51,,237,180,180,192,228,,,,,,,,,,,,,,
6/17/2018,76,0,0,289,139,47,,208,340,350,143,183,1,,1,,,,,,,,,,,
6/18/2018,0,0,0,294,133,51,,192,350,350,103,134,,,,,,,,,,,,,,
6/19/2018,0,0,0,289,144,70,,209,350,350,179,233,1,,1,,,,,,,,,,,
6/20/2018,0,0,0,261,106,33,,186,60,50,103,134,,,,,,,,,,,,,,
6/21/2018,0,0,0,300,100,30,,196,50,50,116,143,,,,,,,,,,,,,,
6/22/2018,25,0,0,267,144,35,,201,290,300,130,201,,,1,,,,,,,,,,,
6/23/2018,0,0,0,317,106,46,,203,340,350,139,179,,,,,,,,,,,,,,
6/24/2018,66,0,0,211,111,64,,173,340,340,148,215,1,,1,,1,,,,,,,,,
6/25/2018,0,0,0,272,89,24,,169,160,220,58,76,,,,,,,,,,,,,,
6/26/2018,0,0,0,350,106,26,,243,160,150,89,121,,,,,,,,,,,,,,
6/27/2018,0,0,0,372,150,46,,277,50,40,94,121,,,,,,,,,,,,,,
6/28/2018,0,0,0,378,161,52,,292,170,180,130,165,,,,,,,,,,,,,,
6/29/2018,0,0,0,356,178,50,,277,170,170,125,161,,,,,,,,,,,,,,
6/30/2018,33,0,0,300,139,71,,223,330,330,143,201,,,1,,1,,,,,,,,,
7/1/2018,0,0,0,294,133,61,,190,120,150,112,170,,,,,,,,,,,,,,
7/2/2018,0,0,0,356,128,51,,236,140,140,157,197,,,,,,,,,,,,,,
7/3/2018,0,0,0,344,128,43,,241,120,100,103,152,,,,,,,,1,,,,,,
7/4/2018,23,0,0,350,167,53,,270,30,30,125,170,,,1,,,,,,,,,,,
7/5/2018,241,0,0,283,144,41,,211,340,340,98,134,1,,1,,,,,,,,,,,
7/6/2018,0,0,0,294,133,29,,188,180,140,67,89,,,,,,,,,,,,,,
7/7/2018,0,0,0,322,144,33,,235,110,120,76,139,,,,,,,,,,,,,,
7/8/2018,0,0,0,328,150,26,,246,140,150,89,107,,,1,,,,,,,,,,,
7/9/2018,0,0,0,311,144,37,,239,120,80,72,103,,,,,,,,,,,,,,
7/10/2018,0,0,0,328,133,37,,244,100,110,81,112,,,,,,,,,,,,,,
7/11/2018,3,0,0,311,139,41,,239,160,160,130,174,,,1,,,,,,,,,,,
7/12/2018,69,0,0,300,144,49,,220,290,300,206,268,1,,1,,1,,,,,,,,,
7/13/2018,0,0,0,306,167,45,,235,220,40,81,130,,,,,,,,,,,,,,
7/14/2018,41,0,0,322,150,33,,235,130,120,130,174,,,1,,,,,,,,,,,
7/15/2018,112,0,0,278,156,40,,216,50,50,130,179,1,,1,,,,,,,,,,,
7/16/2018,0,0,0,267,150,37,,199,140,140,72,94,,,1,,,,,,,,,,,
7/17/2018,0,0,0,272,161,42,,216,40,40,148,192,,,1,,,,,1,,,,,,
7/18/2018,0,0,0,333,133,34,,232,350,120,89,121,,,,,,,,,,,,,,
7/19/2018,0,0,0,344,178,33,,269,340,350,94,121,,,,,,,,,,,,,,
7/20/2018,0,0,0,361,200,47,,281,360,90,112,179,,,,,,,,,,,,,,
7/21/2018,20,0,0,344,194,34,,264,290,290,148,197,,,1,,,,,1,,,,,,
7/22/2018,76,0,0,339,161,46,,248,260,260,143,192,,,1,,,,,1,,,,,,
7/23/2018,239,0,0,267,150,44,,214,250,70,103,130,1,,1,,,,,1,,,,,,
7/24/2018,5,0,0,267,150,30,,196,250,130,67,89,1,,1,,,,,,,,,,,
7/25/2018,168,0,0,311,156,58,,223,10,330,139,210,1,,1,,,,,,,,,,,
7/26/2018,28,0,0,250,156,40,,191,50,360,165,224,1,,1,,,,,,,,,,,
7/27/2018,38,0,0,256,139,47,,185,350,350,143,201,1,,1,,,,,,,,,,,
7/28/2018,69,0,0,267,128,30,,187,300,300,183,255,1,,1,,,,,,,,,,,
7/29/2018,3,0,0,239,128,43,,179,350,350,130,179,,,1,,,,,,,,,,,
7/30/2018,0,0,0,244,122,30,,188,20,30,98,125,,,,,,,,,,,,,,
7/31/2018,0,0,0,272,111,25,,183,150,150,63,81,,,,,,,,,,,,,,
8/1/2018,8,0,0,283,128,27,,203,360,360,130,170,,,1,,,,,,,,,,,
8/2/2018,0,0,0,300,128,27,,209,130,140,63,89,,,,,,,,,,,,,,
8/3/2018,30,0,0,283,156,38,,223,330,340,98,134,,,1,,,,,,,,,,,
8/4/2018,15,0,0,317,144,44,,228,280,290,134,233,,,1,,,,,1,,,,,,
8/5/2018,3,0,0,294,150,50,,218,170,170,116,148,1,,,,,,,,,,,,,
8/6/2018,302,0,0,256,150,38,,205,340,350,98,134,1,,1,,1,,,,,,,,,
8/7/2018,5,0,0,256,133,33,,191,70,80,94,125,,,1,,,,,,,,,,,
8/8/2018,3,0,0,256,128,21,,197,60,60,165,210,1,,1,,,,,,,,,,,
8/9/2018,0,0,0,272,133,27,,204,170,140,67,89,,,,,,,,,,,,,,
8/10/2018,0,0,0,267,128,32,,212,120,110,107,148,,,,,,,,,,,,,,
8/11/2018,0,0,0,272,117,39,,207,140,130,89,116,,,,,,,,,,,,,,
8/12/2018,0,0,0,267,111,37,,198,160,160,81,107,,,,,,,,1,,,,,,
8/13/2018,0,0,0,294,111,31,,206,80,90,67,89,1,,,,,,,1,,,,,,
8/14/2018,323,0,0,278,133,41,,208,110,110,139,183,1,,1,,,,,1,,,,,,
8/15/2018,0,0,0,272,133,40,,195,200,200,134,170,,,,,,,,,,,,,,
8/16/2018,0,0,0,306,144,34,,213,270,110,81,103,,,,,,,,,,,,,,
8/17/2018,86,0,0,272,150,31,,206,160,150,98,130,1,,1,,1,,,1,,,,,,
8/18/2018,8,0,0,267,144,38,,182,60,40,103,134,1,,1,,,,,1,,,,,,
8/19/2018,0,0,0,239,128,62,,181,10,340,139,183,,,1,,,,,1,,,,,,
8/20/2018,0,0,0,233,106,31,,164,140,160,72,116,,,,,,,,1,,,,,,
8/21/2018,38,0,0,211,100,36,,163,340,350,107,134,1,,1,,,,,1,,,,,,
8/22/2018,0,0,0,217,139,35,,163,140,130,67,85,1,,,,,,,1,,,,,,
8/23/2018,0,0,0,306,139,40,,209,290,300,98,139,1,,,,,,,1,,,,,,
8/24/2018,0,0,0,289,139,34,,217,150,130,67,89,,,,,,,,1,,,,,,
8/25/2018,0,0,0,306,139,29,,226,170,180,72,94,,,,,,,,1,,,,,,
8/26/2018,5,0,0,317,156,33,,231,280,290,174,241,,,1,,,,,,,,,,,
8/27/2018,0,0,0,306,172,54,,241,360,360,134,170,,,,,,,,,,,,,,
8/28/2018,0,0,0,261,139,51,,215,360,350,112,170,,,,,,,,,,,,,,
8/29/2018,0,0,0,278,128,46,,184,140,150,107,139,1,,,,,,,1,,,,,,
8/30/2018,0,0,0,328,122,36,,222,150,140,94,116,,,,,,,,,,,,,,
8/31/2018,0,0,0,289,167,34,,229,350,340,125,161,,,1,,,,,,,,,,,
9/1/2018,5,0,0,278,122,34,,204,270,270,112,143,,,1,,,,,,,,,,,
9/2/2018,18,0,0,250,144,33,,188,10,20,130,192,,,1,,,,,,,,,,,
9/3/2018,0,0,0,250,128,25,,186,150,160,72,98,,,,,,,,,,,,,,
9/4/2018,0,0,0,283,106,33,,189,50,20,76,107,,,,,,,,,,,,,,
9/5/2018,104,0,0,244,133,36,,178,130,130,98,134,,,1,,,,,,,,,,,
9/6/2018,3,0,0,211,122,35,,158,120,130,72,94,1,,1,,,,,,,,,,,
9/7/2018,0,0,0,239,111,27,,171,40,50,72,107,1,1,,,,,,,,,,,,
9/8/2018,0,0,0,233,122,29,,170,140,150,67,85,1,,,,,,,,,,,,,
9/9/2018,0,0,0,306,128,19,,192,240,250,94,121,1,,,,,,,,,,,,,
9/10/2018,0,0,0,311,106,32,,206,70,190,89,116,,,,,,,,,,,,,,
9/11/2018,0,0,0,322,117,31,,213,260,250,130,174,,,,,,,,,,,,,,
9/12/2018,0,0,0,328,128,34,,227,190,200,112,152,,,,,,,,,,,,,,
9/13/2018,0,0,0,328,156,47,,241,150,170,107,139,,,,,,,,,,,,,,
9/14/2018,0,0,0,322,156,40,,249,180,150,81,107,,,,,,,,,,,,,,
9/15/2018,0,0,0,317,117,36,,216,150,150,76,121,,,,,,,,,,,,,,
9/16/2018,0,0,0,333,122,31,,229,150,180,72,107,,,,,,,,,,,,,,
9/17/2018,0,0,0,328,156,43,,247,30,140,81,103,,,,,,,,,,,,,,
9/18/2018,0,0,0,339,156,41,,248,150,140,94,121,,,,,,,,,,,,,,
9/19/2018,0,0,0,328,150,43,,241,360,360,116,161,,,,,,,,,,,,,,
9/20/2018,13,0,0,267,139,40,,201,90,130,89,116,,,1,,,,,,,,,,,
9/21/2018,0,0,0,211,89,56,,161,160,160,116,152,,,,,,,,,,,,,,
9/22/2018,0,0,0,294,61,32,,169,150,160,81,103,,,,,,,,,,,,,,
9/23/2018,0,0,0,306,106,42,,212,180,170,116,161,,,,,,,,,,,,,,
9/24/2018,3,0,0,239,128,45,,190,20,310,125,165,,,1,,,,,,,,,,,
9/25/2018,0,0,0,189,67,51,,140,350,350,134,179,,,,,,,,,,,,,,
9/26/2018,0,0,0,194,50,29,,111,170,190,63,81,,,,,,,,,,,,,,
9/27/2018,0,0,0,256,67,38,,154,160,120,89,112,,,,,,,,,,,,,,
9/28/2018,0,0,0,161,44,54,,123,160,140,103,130,1,1,,,,,,,,,,,,
9/29/2018,0,0,0,294,44,34,,119,210,210,98,130,1,1,,,,,,,,,,,,
9/30/2018,0,0,0,200,78,47,,164,160,160,98,125,,,,,,,,,,,,,,
10/1/2018,0,0,0,250,72,25,,135,160,170,89,103,1,,,,,,,,,,,,,
10/2/2018,0,0,0,278,106,30,,173,170,170,107,139,,,,,,,,,,,,,,
10/3/2018,5,0,0,300,117,43,,216,10,10,139,179,,,1,,,,,,,,,,,
10/4/2018,0,0,0,189,72,52,,138,200,190,107,143,,,,,,,,,,,,,,
10/5/2018,0,0,0,261,67,55,,148,30,30,179,219,,,,,,,,1,,,,,,
10/6/2018,0,0,0,111,44,51,,75,170,180,103,121,,,,,,,,,,,,,,
10/7/2018,51,0,0,94,44,35,,65,340,340,81,112,1,1,,,,,,1,,,,,,
10/8/2018,51,0,0,67,33,39,,59,350,340,94,125,1,,,,,,,1,,,,,,
10/9/2018,15,0,0,50,11,38,,42,360,350,81,107,1,1,,,,,,,,,,,,
10/10/2018,61,36,30,28,0,39,,13,170,160,72,94,1,1,,,,,,,,,,,,
10/11/2018,3,0,0,44,6,37,,17,170,160,72,89,1,1,,,,,,,,,,,,
10/12/2018,0,0,0,133,6,39,,54,160,150,76,130,1,1,,,,,,,,,,,,
10/13/2018,0,0,0,194,6,49,,98,350,350,165,228,,,,,,,,,,,,,,
10/14/2018,5,5,0,6,-66,72,,-11,350,350,165,219,1,,,,,,,,,,,,,
10/15/2018,0,0,0,56,-88,22,,-27,30,140,45,67,,,,,,,,,,,,,,
10/16/2018,0,0,0,144,-43,27,,37,60,70,72,89,,,,,,,,,,,,,,
10/17/2018,0,0,0,122,6,47,,60,160,180,94,116,,,,,,,,,,,,,,
10/18/2018,0,0,0,133,-5,38,,63,330,170,76,121,1,1,,,,,,,,,,,,
10/19/2018,0,0,0,194,17,47,,115,350,10,103,134,,,,,,,,,,,,,,
10/20/2018,0,0,0,200,6,27,,99,160,160,72,85,,,,,,,,,,,,,,
10/21/2018,0,0,0,239,17,34,,122,330,340,76,103,,,,,,,,,,,,,,
10/22/2018,0,0,0,222,44,36,,128,140,140,89,116,,,,,,,,,,,,,,
10/23/2018,0,0,0,161,39,30,,107,160,150,81,107,,,,,,,,,,,,,,
10/24/2018,102,0,0,106,56,20,,98,290,280,40,58,1,1,,,,,,,,,,,,
10/25/2018,0,0,0,183,44,43,,103,360,360,98,134,1,1,,,,,,,,,,,,
10/26/2018,0,0,0,183,39,26,,117,200,200,67,98,,,,,,,,,,,,,,
10/27/2018,0,0,0,244,44,39,,124,40,40,103,130,,,,,,,,,,,,,,
10/28/2018,0,0,0,194,33,26,,118,130,160,63,76,,,,,,,,,,,,,,
10/29/2018,0,0,0,244,56,49,,133,20,20,170,219,,,,,,,,,,,,,,
10/30/2018,84,38,0,94,6,40,,86,350,340,103,143,1,,,,,,,,,,,,,
10/31/2018,33,56,80,44,-21,27,,15,30,30,63,76,1,,,,,,,,,,,,,
11/1/2018,0,0,0,117,-21,38,,40,10,360,103,143,,,,,,,,,,,,,,
11/2/2018,0,0,0,156,-21,25,,52,290,300,134,197,,,,,,,,,,,,,,
11/3/2018,8,0,0,117,0,61,,82,20,20,174,219,1,,,,,,,,,,,,,
11/4/2018,0,0,0,111,-21,24,,28,310,290,103,143,1,,,,,,,,,,,,,
11/5/2018,0,0,0,133,-16,44,,78,290,280,112,157,,,,,,,,,,,,,,
11/6/2018,0,0,0,106,-27,41,,43,60,80,81,103,,,,,,,,1,,,,,,
11/7/2018,0,0,0,67,-21,48,,27,140,160,103,130,1,,,,,1,,,,,,,,
11/8/2018,0,0,0,67,-43,29,,12,90,90,81,103,1,,,,,1,,,,,,,,
11/9/2018,0,0,0,50,-71,36,,-17,160,180,98,125,,,,,,,,,,,,,,
11/10/2018,0,0,0,156,-77,36,,21,70,60,116,165,,,,,,,,,,,,,,
11/11/2018,41,56,0,0,-55,46,,-13,60,40,81,98,1,1,,,,,,1,,,,,,
11/12/2018,0,0,30,-27,-116,40,,-54,340,330,81,107,1,,,,,,,1,,,,,,
11/13/2018,0,0,0,89,-116,35,,-23,360,340,94,116,,,,,,,,,,,,,,
11/14/2018,0,0,0,139,-32,29,,39,350,180,54,63,,,,,,,,,,,,,,
11/15/2018,0,0,0,172,-10,37,,83,70,90,89,121,,,,,,,,,,,,,,
11/16/2018,0,0,0,172,-32,28,,47,350,350,112,139,,,,,,,,,,,,,,
11/17/2018,15,0,0,28,-55,40,,11,360,350,89,125,1,1,,,,1,,,,,,,,
11/18/2018,0,0,0,39,-60,20,,-33,20,20,67,67,1,1,,,,,,,,,,,,
11/19/2018,0,0,0,78,-43,33,,4,180,160,72,103,,,,,,,,,,,,,,
11/20/2018,0,0,0,128,-60,25,,25,170,180,58,63,,,,,,,,,,,,,,
11/21/2018,0,0,0,156,-43,26,,42,10,160,54,72,,,,,,,,,,,,,,
11/22/2018,0,0,0,150,-32,41,,49,310,340,125,183,,,,,,,,,,,,,,
11/23/2018,0,0,0,117,-10,83,,78,290,290,183,259,,,,,,,,,,,,,,
11/24/2018,13,10,0,156,-27,72,,51,350,360,197,273,1,,,,,,,,,,,,,
11/25/2018,0,5,30,50,-77,59,,-6,330,330,157,241,,,,,,,,,,,,,,
11/26/2018,0,0,0,61,-99,29,,-27,160,160,63,76,,,,,,,,1,,,,,,
11/27/2018,0,0,0,117,-10,22,,42,10,10,58,67,,,,,,,,,,,,,,
11/28/2018,0,0,0,161,22,28,,84,110,110,116,134,,,,,,,,,,,,,,
11/29/2018,0,0,0,122,-21,34,,57,130,130,81,98,,,,,,,,,,,,,,
11/30/2018,0,0,0,72,-43,41,,21,360,360,107,139,,,,,,,,,,,,,,
12/1/2018,0,0,0,89,-49,53,,22,10,360,134,165,,,,,,,,,,,,,,
12/2/2018,3,5,0,17,-82,23,,-27,50,130,54,72,1,,,,,,,1,,,,,,
12/3/2018,3,0,0,-5,-66,26,,-36,170,160,54,72,1,1,,,,,,,,,,,,
12/4/2018,0,0,0,28,-99,35,,-35,280,50,72,121,,,,,,,,,,,,,,
12/5/2018,0,0,0,100,-99,36,,-13,30,50,98,121,,,,,,,,,,,,,,
12/6/2018,0,0,0,-38,-110,36,,-49,150,140,81,107,,,,,,,,1,,,,,,
12/7/2018,0,0,0,50,-110,35,,-34,160,160,72,94,,,,,,,,,,,,,,
12/8/2018,0,0,0,78,-77,25,,-9,160,200,54,67,,,,,,,,,,,,,,
12/9/2018,0,0,0,72,-77,30,,-7,40,50,67,85,,,,,,,,,,,,,,
12/10/2018,0,0,0,106,-99,27,,-13,30,160,45,63,,,,,,,,,,,,,,
12/11/2018,0,0,0,150,-66,47,,69,280,330,130,174,,,,,,,,,,,,,,
12/12/2018,0,0,0,161,-60,54,,42,30,40,192,237,1,,,,,,,1,,,,,,
12/13/2018,0,0,0,61,-77,58,,7,350,340,134,179,,,,,,,,,,,,,,
12/14/2018,0,0,0,100,-82,31,,-3,160,160,63,85,,,,,,,,,,,,,,
12/15/2018,0,0,0,150,-49,24,,44,360,340,72,89,,,,,,,,,,,,,,
12/16/2018,0,0,0,128,-43,34,,31,150,160,72,85,,,,,,,,1,,,,,,
12/17/2018,0,0,0,139,-60,34,,26,330,330,67,94,,,,,,,,,,,,,,
12/18/2018,0,0,0,128,-21,32,,72,160,160,76,94,,,,,,,,,,,,,,
12/19/2018,0,0,0,106,-55,61,,43,340,350,139,192,,,,,,,,,,,,,,
12/20/2018,0,0,0,61,-66,29,,-7,10,180,67,85,,,,,,,,,,,,,,
12/21/2018,0,0,0,161,-71,52,,32,290,310,174,268,,,,,,,,,,,,,,
12/22/2018,5,8,0,67,-77,39,,16,20,20,130,161,1,1,,,,,,,,,,,,
12/23/2018,0,0,0,44,-99,22,,-32,20,20,58,67,1,1,,,,,,,,,,,,
12/24/2018,0,0,0,78,-60,40,,13,190,200,81,107,,,,,,,,,,,,,,
12/25/2018,0,0,0,61,-66,33,,-1,150,140,76,116,,,,,,,,,,,,,,
12/26/2018,0,0,0,78,-77,53,,-5,360,340,165,215,1,,,,,,,,,,,,,
12/27/2018,0,0,0,-10,-88,84,,-36,350,350,130,170,,,,,,,,,,,1,0,1,0
12/28/2018,10,10,0,-55,-116,35,,-81,340,340,81,116,1,,,,,,,1,,,,,,
12/29/2018,3,3,30,-5,-166,18,,-86,20,140,40,54,1,,,,,,,1,,,,,,
12/30/2018,0,0,0,122,-99,33,,-8,20,340,72,103,,,,,,,,,,,,,,
12/31/2018,0,8,0,6,-143,79,,-41,330,330,157,215,,,,,,,,,1,,0,1,1,0
1/1/2019,3,5,0,-105,-177,27,,-146,180,170,67,89,1,,,,,,,1,,,,,,
1/2/2019,0,0,0,33,-155,26,,-86,330,320,45,54,,,,,,,,,,,,,,
1/3/2019,0,0,0,128,-93,26,,-7,10,10,76,89,,,,,,,,,,,,,,
1/4/2019,0,0,0,161,-32,34,,48,170,150,58,76,,,,,,,,,,,,,,
1/5/2019,0,0,0,172,-21,31,,61,30,170,58,72,,,,,,,,,,,,,,
1/6/2019,0,0,0,156,-10,36,,75,330,330,134,201,,,,,,,,,,,,,,
1/7/2019,0,0,0,111,-49,71,,52,330,320,201,300,,,,,,,,,,,,,,
1/8/2019,0,0,0,61,-77,29,,14,170,200,89,116,,,,,,,,,,,,,,
1/9/2019,0,0,0,94,-82,16,,-17,360,10,40,45,,,,,,,,,,,,,,
1/10/2019,0,0,0,150,11,24,,67,20,30,58,89,,,,,,,,,,,,,,
1/11/2019,46,15,0,89,-5,66,,34,340,350,134,179,1,,,,,,,,,,1,0,0,0
1/12/2019,3,0,0,33,-16,29,,4,350,350,89,116,1,,,,,,,,,,,,,
1/13/2019,0,0,0,39,-66,18,,-10,150,160,58,72,1,1,,,,,,,,,,,,
1/14/2019,0,0,0,100,-77,24,,3,360,350,63,81,1,,,,,,,,,,,,,
1/15/2019,0,0,0,122,-71,31,,8,110,120,63,85,,,,,,,,,,,,,,
1/16/2019,0,0,0,133,-27,38,,41,310,300,107,161,,,,,,,,,,,,,,
1/17/2019,0,0,0,150,-32,47,,56,170,180,139,165,,,,,,,,,,,,,,
1/18/2019,3,0,0,106,-32,64,,46,350,340,148,201,1,,,,,,,1,,,,,,
1/19/2019,0,0,0,61,-49,34,,1,150,150,67,85,,,,,,,,,,,,,,
1/20/2019,0,0,0,156,-38,29,,36,90,130,63,85,,,,,,,,,,,,,,
1/21/2019,8,23,0,156,-38,66,,67,10,360,206,268,1,1,,,,,,,1,,,,,
1/22/2019,0,3,30,-27,-143,82,,-27,340,340,206,273,1,1,,,,,,,1,,1,0,0,0
1/23/2019,0,0,30,56,-149,43,,-47,10,10,72,89,,,,,,,,,,,,,,
1/24/2019,0,0,0,-10,-77,37,,-36,360,360,143,174,1,,,,,,,1,,,,,,
1/25/2019,0,0,0,22,-93,34,,-47,160,160,67,85,1,,,,,,,,,,,,,
1/26/2019,0,0,0,78,-82,45,,-14,360,340,130,174,,,,,,,,,,,,,,
1/27/2019,0,0,0,111,-71,36,,19,20,20,130,165,,,,,,,,,,,,,,
1/28/2019,8,25,0,6,-105,52,,-7,20,10,157,206,1,,,,,,,1,,,,,,
1/29/2019,0,0,30,17,-143,26,,-67,170,120,76,94,,,,,,,,,,,,,,
1/30/2019,0,0,0,111,-127,29,,-31,70,130,67,81,,,,,,,,,,,,,,
1/31/2019,0,0,0,106,-71,29,,13,160,170,67,98,,,,,,,,,,,,,,
2/1/2019,0,0,0,139,-55,32,,32,170,170,63,98,,,,,,,,,,,,,,
2/2/2019,0,0,0,172,-43,29,,47,30,120,67,76,,,,,,,,,,,,,,
2/3/2019,0,0,0,172,6,53,,81,260,260,148,215,,,,,,,,,,,0,1,0,0
2/4/2019,0,0,0,144,-27,67,,86,170,170,157,183,,,,,,,,,,,,,,
2/5/2019,0,0,0,128,-60,54,,18,240,230,130,157,1,1,,,,,,,,,,,,
2/6/2019,5,18,0,106,-143,71,,25,190,340,143,188,1,,,,,,,1,,,,,,
2/7/2019,0,3,30,-71,-166,25,,-119,160,200,45,72,1,,,,,,,1,,,,,,
2/8/2019,0,0,0,22,-166,33,,-90,180,170,89,116,,,,,,,,,,,,,,
2/9/2019,0,0,0,89,-49,48,,4,150,140,98,130,,,,,,,,,,,,,,
2/10/2019,0,0,0,72,-88,44,,22,160,150,125,152,,,,,,,,,,,,,,
2/11/2019,0,0,0,83,-116,45,,-22,20,330,157,188,,,,,,,,,,,,,,
2/12/2019,0,0,0,106,-82,31,,2,200,200,107,130,,,,,,,,,,,,,,
2/13/2019,0,0,0,178,-43,55,,52,340,340,139,174,,,,,,,,,,,,,,
2/14/2019,0,0,0,161,-32,85,,118,290,290,197,255,,,,,,,,,,,1,0,0,0
2/15/2019,0,0,0,156,-66,37,,13,60,70,94,121,1,,,,,,,,,,,,,
2/16/2019,3,5,0,94,-88,57,,8,20,270,170,250,1,,,,,,,1,,,,,,
2/17/2019,0,0,0,28,-88,43,,-28,70,310,103,152,,,,,,,,,,,,,,
2/18/2019,15,30,30,-82,-149,58,,-107,160,150,89,112,1,,,,,,,,,,,,,
2/19/2019,5,13,30,-82,-138,28,,-124,140,140,63,76,1,,,,,,,1,,,,,,
2/20/2019,0,0,30,17,-166,26,,-84,160,150,94,121,1,1,,,,,,1,,,,,,
2/21/2019,0,0,0,28,-116,35,,-50,170,160,76,103,,,,,,,,,,,,,,
